C101.txt;2241,20;1,32;15
C101.txt;2338,71;,32;13
C101.txt;2652,03;,24;15
C101.txt;2812,10;,22;15
C101.txt;2667,44;,17;15
C101.txt;2009,18;,19;14
C101.txt;2173,21;,20;15
C101.txt;2359,87;,21;16
C101.txt;2618,53;,23;15
C101.txt;2341,75;,15;14
C101.txt;1262,38;,88;14
C101.txt;1178,78;,52;13
C101.txt;828,94;3,97;10
